"id","doi","display_name","author","publication_year","cited_by_count","altmetric_score","news_outlets","blogs","twitter","members_of_the_public","practitioners","research_scientists","science_communicators","Clinical_Psychology_and_Psychotherapy","Psychology","Medicine","Computer_science","Biology","Engineering","Geography","History","Materials_science","Physics","Environmental_science","Geology","Chemistry","Art","Sociology","Political_science","Philosophy","Economics","Business","Mathematics","Empty"
"https://openalex.org/W3102144287","10.1007/s40616-020-00137-y","Generalized Reflexive Responding and Cross-Modal Tactile Transfer of Stimulus Function in Children with Autism","Jordan Belisle; Kate Huggins; Meghan Doherty; Caleb R. Stanley; Mark R. Dixon",2020,1,1.25,NA,NA,3,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3005045555","10.1002/jaba.678","The role of adventitious reinforcement during differential reinforcement of other behavior: A systematic replication","Catalina N. Rey; Alison M. Betz; Andressa A. Sleiman; Toshikazu Kuroda; Christopher A. Podlesnik",2020,0,1,NA,NA,1,1,NA,NA,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3035939434","10.1037/cpp0000326","Development and feasibility testing of the Comfort Ability Program for sickle cell pain: A patient-informed, video-based pain management intervention for adolescents with sickle cell disease.","Tessa Wihak; Maureen Burns; Jacqueline Miranda; Gail Windmueller; Carlee Oakley; Rachael Coakley",2020,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W3000674082","10.1016/j.brat.2019.103545","Contributions from neuroscience to the practice of Cognitive Behaviour Therapy: Translational psychological science in service of good practice","Rudi De Raedt",2020,8,0.5,NA,NA,1,1,NA,NA,NA,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2997503349","10.1002/jeab.573","Relapse of anxiety‐related fear and avoidance: Conceptual analysis of treatment with acceptance and commitment therapy","Brooke M. Smith; Gregory S. Smith; Simon Dymond",2020,7,3.95,NA,NA,6,4,1,1,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2960644278","10.1002/jaba.595","A translational evaluation of potential iatrogenic effects of single and combined contingencies during functional analysis","Billie J. Retzlaff; Wayne W. Fisher; Jessica S. Akers; Brian D. Greer",2019,5,1.35,NA,NA,2,1,NA,1,NA,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2900595415","10.1093/jpepsy/jsy083","Commentary: Methods and Designs for T1 Translation in Pediatric Psychology","Sylvie Naar; Bonnie Spring",2019,2,2.85,NA,NA,5,1,NA,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2991613997","10.1002/anzf.1392","Bioecological Implications of Narrative Exposure Therapy in Low‐Resource Settings: Individual, Family, Community, and Socio‐Political Contexts","Daniel K. Cooper; Elizabeth Wieling; Anett Pfeiffer",2019,3,0.5,NA,NA,1,1,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2982622264","10.1007/s00278-019-00379-9","Partnerschaft und Gesundheit","Beate Ditzen; Monika Eckstein; Melanie S. Fischer; Corina Aguilar-Raab",2019,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2964658992","10.2196/13606","Identifying Frameworks for Validation and Monitoring of Consensual Behavioral Intervention Technologies: Narrative Review","François Carbonnel; Grégory Ninot",2019,7,1,NA,NA,3,3,NA,NA,NA,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"https://openalex.org/W2771447691","10.1002/jaba.647","A translational evaluation of renewal of inappropriate mealtime behavior","Vivian F. Ibañez; Cathleen C. Piazza; Kathryn M. Peterson",2019,16,NA,NA,NA,NA,NA,NA,NA,NA,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2911560859","10.1146/annurev-clinpsy-050718-095634","Augmentation of Extinction and Inhibitory Learning in Anxiety and Trauma-Related Disorders","Lauren A.M. Lebois; Antonia V. Seligowski; Jonathan D. Wolff; Sarah B. Hill; Kerry J. Ressler",2019,37,13.08,1,1,NA,NA,NA,NA,NA,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2888059438","10.1016/j.cpr.2018.08.005","Intrusive memories of trauma: A target for research bridging cognitive science and its clinical application","Lalitha Iyadurai; Renée M. Visser; Alex Lau-Zhu; Kate Porcheret; Antje Horsch; Emily A. Holmes; Ella L. James",2019,73,24.3,NA,NA,37,25,2,9,1,48,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2806642665","10.3389/fpsyt.2018.00548","Introducing Precision Addiction Management of Reward Deficiency Syndrome, the Construct That Underpins All Addictive Behaviors","Kenneth Blum; Marjorie C. Gondré-Lewis; David Baron; Panayotis K. Thanos; Eric R. Braverman; Jennifer Neary; Igor Elman; Rajendra D Badgaiyan",2018,36,14.812,NA,1,5,3,NA,1,1,9,16,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2894898912","10.1002/jaba.499","Minimizing resurgence of destructive behavior using behavioral momentum theory","Wayne W. Fisher; Brian D. Greer; Ashley M. Fuhrman; Valdeep Saini; Christina A. Simmons",2018,33,1.25,NA,NA,3,3,NA,NA,NA,13,22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2802617812","10.1111/jep.12915","Brain-based treatment-A new approach or a well-forgotten old one?","Vanya Matanova; Zlatomira Kostova; Martin Kolev",2018,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2883290724","10.1002/jaba.496","A translational analysis of ABA and ABC renewal of operant behavior","Clare J. Liddon; Michael E. Kelley; Catalina N. Rey; Ashley P. Liggett; Aurelia Ribeiro",2018,9,1,NA,NA,1,1,NA,NA,NA,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2802742757","10.1002/jaba.466","Resurgence with and without an alternative response","Ryan T. Kimball; Michael E. Kelley; Christopher A. Podlesnik; Alex Forton; Brandy Hinkle",2018,13,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"https://openalex.org/W2753574612","10.1016/j.beth.2017.09.001","A Pilot Study of Emotion Regulation Therapy for Generalized Anxiety and Depression: Findings From a Diverse Sample of Young Adults","Megan E. Renna; Jean M. Quintero; Ariella Soffer; Martin Pino; Leslie Ader; David M. Fresco; Douglas S. Mennin",2017,27,0.85,NA,NA,1,1,NA,NA,NA,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2792164490","10.1016/j.pnpbp.2018.03.003","MDMA-assisted psychotherapy for PTSD: Are memory reconsolidation and fear extinction underlying mechanisms?","Allison A. Feduccia; Michael C. Mithoefer",2018,76,107.98,7,1,62,55,3,2,2,44,21,11,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
"https://openalex.org/W2792164547","10.1037/ccp0000289","A randomized controlled trial of emotion regulation therapy for generalized anxiety disorder with and without co-occurring depression.","Douglas S. Mennin; David M. Fresco; Mia Skytte O'Toole; James J. Gross",2018,51,3.25,NA,NA,1,1,NA,NA,NA,48,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2886127472","10.1002/jeab.315","Assessing the combined effects of resurgence and reinstatement in children diagnosed with autism spectrum disorder","Ashley P. Liggett; Regina Nastri; Christopher A. Podlesnik",2018,23,10.25,NA,NA,18,15,NA,1,2,2,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"https://openalex.org/W2779008721","10.1016/j.jpsychires.2017.12.014","Augmenting Prolonged Exposure therapy for PTSD with intranasal oxytocin: A randomized, placebo-controlled pilot trial","Julianne C. Flanagan; Lauren M. Sippel; Amy E. Wahlquist; Megan M. Moran-Santa Maria; Sudie E. Back",2018,69,6.25,NA,NA,1,1,NA,NA,NA,45,12,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2781974928","10.1037/int0000065","Crossing boundaries for borderline personality disorder: Comment on Dixon-Gordon, Peters, Fertuck, and Yen (2016).","Kevin S. McCarthy; Anne P. Taylor",2017,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2698910221","10.2174/2210676607666170607160400","Current Understanding of Dyslexia and Pilot Data on Efficacy of a Mindfulness Based Psychotherapy (MBR-RAM) Model","Basant Pradhan; Tapan Parikh; Madhusmita Sahoo; Richard Selznick; Michael Goodman",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2593413236","10.1177/0145445517696052","The Effects of Conducting a Functional Analysis on Problem Behavior in Other Settings: A Descriptive Study on Potential Interaction Effects","Nathan A. Call; Andrea R. Reavis; Seth B. Clark; Natalie A. Parks; Tom Cariveau; Colin S. Muething",2017,3,0.25,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2626989834","10.1002/jaba.400","Renewed behavior produced by context change and its implications for treatment maintenance: A review","Christopher A. Podlesnik; Michael E. Kelley; Corina Jimenez-Gomez; Mark E. Bouton",2017,84,2.6,NA,NA,2,2,NA,NA,NA,19,57,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"https://openalex.org/W2594427455","10.1007/s00278-017-0168-x","Ressourcenorientierung als Interventionsleitbild","Christoph Flückiger; Judith Held; Christine Wolfer; Mathias Allemand; Andreea Vîslă",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"https://openalex.org/W2468245768","10.1001/jamapsychiatry.2016.1132","Schrödinger’s Cat andd-Cycloserine to Augment Exposure Therapy—Both Are Alive and Dead","Stefan G. Hofmann",2016,6,14.25,1,NA,4,2,NA,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2517717524","10.1016/j.brat.2016.08.015","The validity of laboratory-based treatment research: Bridging the gap between fear extinction and exposure treatment","Sara Scheveneels; Yannick Boddez; Bram Vervliet; Dirk Hermans",2016,83,11.5,NA,NA,20,14,NA,5,1,36,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"https://openalex.org/W2485342339","10.1002/jaba.338","A preliminary investigation on improving functional communication training by mitigating resurgence of destructive behavior","Ashley M. Fuhrman; Wayne W. Fisher; Brian D. Greer",2016,65,NA,NA,NA,NA,NA,NA,NA,NA,18,37,1,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"https://openalex.org/W2464033186","10.1111/famp.12233","Taking Brief Strategic Family Therapy from Bench to Trench: Evidence Generation Across Translational Phases","Viviana E. Horigian; Austen R. Anderson; José Szapocznik",2016,24,NA,NA,NA,NA,NA,NA,NA,NA,13,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"https://openalex.org/W2315125390","10.1017/s1352465816000060","Targeting Recovery in Persistent Persecutory Delusions: A Proof of Principle Study of a New Translational Psychological Treatment (the Feeling Safe Programme)","Daniel Freeman; Jonathan Bradley; Felicity Waite; Bryony Sheaves; Natalie DeWeever; Emilie Bourke; Josephine McInerney; Nicole Evans; Emma Černis; Rachel Lister; Philippa Garety; Graham Dunn",2016,23,14.15,NA,NA,27,19,4,4,NA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2287813247","10.1002/jaba.283","A translational evaluation of transitions","Joshua Jessel; Gregory P. Hanley; Mahshid Ghaemmaghami",2016,18,NA,NA,NA,NA,NA,NA,NA,NA,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2292177655","10.5514/rmac.v41.i2.63776","WHERE WOULD ABA BE WITHOUT EAB? AN EXAMPLE OF TRANSLATIONAL RESEARCH ON RECURRENCE OF OPERANT BEHAVIOR AND TREATMENT RELAPSE","Keith Lit; F. Charles Mace",2015,5,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"https://openalex.org/W2030613824","10.1007/s40732-014-0103-2","An Empirical Investigation of the Role of Self, Hierarchy, and Distinction in a Common Act Exercise","Mairéad Foody; Yvonne Barnes-Holmes; Dermot Barnes-Holmes; Laura Rai; Carmen Luciano",2015,21,3.5,NA,NA,2,1,NA,1,NA,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W1775834967","10.1002/jaba.266","Implications for practice: Resurgence and differential reinforcement of alternative responding","Sarah E. Bloom; Joseph M. Lambert",2015,16,NA,NA,NA,NA,NA,NA,NA,NA,3,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W1818718306","10.1002/da.22377","AN OPEN TRIAL OF EMOTION REGULATION THERAPY FOR GENERALIZED ANXIETY DISORDER AND COOCCURRING DEPRESSION","Douglas S. Mennin; David M. Fresco; Michael R. Ritter; James J. Gross",2015,93,10,1,NA,2,2,NA,NA,NA,91,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"https://openalex.org/W2007382272","10.1891/0889-8391.29.1.68","An Affective Cognitive Neuroscience-Based Approach to PTSD Psychotherapy: The TARGET Model","Julian D. Ford",2015,30,0.75,NA,NA,2,2,NA,NA,NA,28,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"https://openalex.org/W2106241686","10.1017/s0140525x14000363","Memory reconsolidation and psychotherapeutic process","Israel Liberzon; Arash Javanbakht",2015,2,0.25,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2063943610","10.1016/j.beth.2014.09.014","Implications of RDoC for the Research and Practice of Psychotherapy","Rachel Hershenberg; Marvin R. Goldfried",2015,37,7.1,NA,NA,10,6,NA,4,NA,28,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"https://openalex.org/W2331202976","10.1037/h0100581","Furthering a behavior analytic account of self-control using relational frame theory.","Autumn McKeel; Mark R. Dixon",2014,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W1980163142","10.1016/j.brat.2014.09.003","The neuroscience of psychological treatments","David H. Barlow",2014,4,0.5,NA,NA,1,NA,NA,1,NA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W1980034853","10.1371/journal.pone.0093519","Does D-Cycloserine Enhance Exposure Therapy for Anxiety Disorders in Humans? A Meta-Analysis","Helga Rodrigues; Ivan Figueira; Alessandra Pereira Lopes; Raquel Gonçalves; Mauro V. Mendlowicz; Evandro Silva Freire Coutinho; Paula Ventura",2014,86,4.35,NA,NA,6,5,NA,1,NA,49,27,8,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
"https://openalex.org/W2004544592","10.1007/s10880-014-9393-4","A Review of Cognitive Behavioral Therapy for Panic Disorder in Patients with Chronic Obstructive Pulmonary Disease: The Rationale for Interoceptive Exposure","Terri L. Barrera; Kathleen M. Grubbs; Mark E. Kunik; Ellen J. Teng",2014,18,3.5,NA,NA,1,1,NA,NA,NA,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W2083706748","10.1037/a0035641","Contributions of psychology to the understanding and treatment of people with chronic pain: Why it matters to ALL psychologists.","Mark P. Jensen; Dennis C. Turk",2014,123,3.85,NA,NA,7,6,1,NA,NA,75,6,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"https://openalex.org/W2126677036","10.1111/jopy.12015","Cognitive-Affective Processing System Analysis of Intra-Individual Dynamics in Collaborative Therapeutic Assessment: Translating Basic Theory and Research Into Clinical Applications","Yuichi Shoda; Nicole L. Wilson; Jessica A. Chen; Amanda K. Gilmore; Ronald E. Smith",2013,19,2.2,NA,NA,3,1,NA,2,NA,7,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"https://openalex.org/W1991576048","10.1111/jcpp.12092","Predicting outcomes following cognitive behaviour therapy in child anxiety disorders: the influence of genetic, demographic and clinical information","Jennifer L. Hudson; Kathryn J. Lester; Glyn Lewis; Maria Tropeano; Cathy Creswell; David A. Collier; Peter J. Cooper; Heidi J. Lyneham; Talia Morris; Ronald M. Rapee; Susanna Roberts; Jennifer A. Donald; Thalia C. Eley",2013,64,4,NA,NA,7,6,NA,1,NA,53,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://openalex.org/W1987838351","10.1016/j.cbpra.2013.02.001","Emotion Regulation Therapy for Generalized Anxiety Disorder","David M. Fresco; Douglas S. Mennin; James J. Gross; Michael R. Ritter",2013,67,3.7,NA,NA,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
